title,credit_id,department,gender,id,job,name,id1,first_name,imdb,gender_prob,gender_guess
Miss Peregrine's Home for Peculiar Children,584c0f73c3a3682c3a0012bb,Lighting,0,283366,Gaffer,Michael Chambers,1376805,NA,NA,NA,NA
Miss Peregrine's Home for Peculiar Children,584c0fbe92514133ab00b160,Visual Effects,0,283366,Animation Supervisor,David Pate,1720805,NA,NA,NA,NA
Miss Peregrine's Home for Peculiar Children,584c107ec3a368397800af4b,Visual Effects,0,283366,Animation Supervisor,Stephen Enticott,1439726,NA,NA,NA,NA
Miss Peregrine's Home for Peculiar Children,584c10ab92514133b600b83e,Crew,0,283366,CG Supervisor,Fabrice Vienne,1621762,NA,NA,NA,NA
Miss Peregrine's Home for Peculiar Children,584c1133c3a3682c3a001427,Visual Effects,0,283366,Special Effects Supervisor,Neil Corbould,6060,NA,NA,NA,NA
Miss Peregrine's Home for Peculiar Children,584c114b92514133ad00b131,Crew,0,283366,Special Effects Coordinator,Adam Heinis,1720806,NA,NA,NA,NA
Miss Peregrine's Home for Peculiar Children,584c115e92514133b100b86e,Visual Effects,0,283366,Special Effects Supervisor,James L. Roberts,1364413,NA,NA,NA,NA
Miss Peregrine's Home for Peculiar Children,584c117392514133b300bc02,Visual Effects,0,283366,Special Effects Supervisor,Hayley J Williams,1333091,NA,NA,NA,NA
Miss Peregrine's Home for Peculiar Children,584c118dc3a368397800b02d,Visual Effects,0,283366,VFX Editor,Michel Raad,1548886,NA,NA,NA,NA
Miss Peregrine's Home for Peculiar Children,584c11a192514133b300bc27,Visual Effects,0,283366,VFX Editor,Guillaume Poulin,1548887,NA,NA,NA,NA
Miss Peregrine's Home for Peculiar Children,584c11b392514133b600b903,Visual Effects,0,283366,VFX Editor,Ryan Valade,1432618,NA,NA,NA,NA
Miss Peregrine's Home for Peculiar Children,584c120492514133bd00b02d,Visual Effects,0,283366,Visual Effects Producer,Hal Couzens,223238,NA,NA,NA,NA
Miss Peregrine's Home for Peculiar Children,584c1216c3a368397500acb0,Visual Effects,0,283366,Visual Effects Producer,Oliver Money,1368874,NA,NA,NA,NA
Miss Peregrine's Home for Peculiar Children,584c122cc3a368397500acb6,Visual Effects,0,283366,Visual Effects Producer,Janet Yale,1413100,NA,NA,NA,NA
Miss Peregrine's Home for Peculiar Children,584c1242c3a368397500acc1,Visual Effects,0,283366,Visual Effects Producer,Melanie La Rue,1720807,NA,NA,NA,NA
Miss Peregrine's Home for Peculiar Children,584c125892514133b300bc7b,Visual Effects,0,283366,Visual Effects Supervisor,Frazer Churchill,1335195,NA,NA,NA,NA
Miss Peregrine's Home for Peculiar Children,584c126a92514133b100b8f3,Visual Effects,0,283366,Visual Effects Supervisor,Dinesh K. Bishnoi,1597967,NA,NA,NA,NA
Miss Peregrine's Home for Peculiar Children,584c127d92514133ad00b1da,Visual Effects,0,283366,Visual Effects Supervisor,Andrew Lockley,1417828,NA,NA,NA,NA
Miss Peregrine's Home for Peculiar Children,584c128f92514133b600b977,Visual Effects,0,283366,Visual Effects Supervisor,Ollie Rankin,1425334,NA,NA,NA,NA
Miss Peregrine's Home for Peculiar Children,584c12a4c3a368398700b3e3,Visual Effects,0,283366,Visual Effects Supervisor,Christian Irles,1720808,NA,NA,NA,NA
Miss Peregrine's Home for Peculiar Children,584c12b6c3a368397a00be79,Visual Effects,0,283366,Visual Effects Supervisor,Dominic Parker,1341744,NA,NA,NA,NA
Miss Peregrine's Home for Peculiar Children,584c12c9c3a368397a00be84,Visual Effects,0,283366,Visual Effects Supervisor,Arnaud Brisebois,1621764,NA,NA,NA,NA
Miss Peregrine's Home for Peculiar Children,584c1325c3a368397e00ba80,Costume &amp; Make-Up,0,283366,Hair Department Head,Marie Larkin,1532735,NA,NA,NA,NA
Miss Peregrine's Home for Peculiar Children,584c1341c3a368397a00beca,Costume &amp; Make-Up,0,283366,Hair Designer,Paul Gooch,8412,NA,NA,NA,NA
Miss Peregrine's Home for Peculiar Children,584c137992514133b100b96c,Costume &amp; Make-Up,0,283366,Hairstylist,Zoe Clare Brown,1428912,NA,NA,NA,NA
Miss Peregrine's Home for Peculiar Children,584c1391c3a368398700b45c,Costume &amp; Make-Up,0,283366,Hairstylist,Sally Rose Davidson,1720810,NA,NA,NA,NA
Miss Peregrine's Home for Peculiar Children,584c13a292514133b900b9ed,Costume &amp; Make-Up,0,283366,Hairstylist,Julie Kendrick,1720811,NA,NA,NA,NA
Miss Peregrine's Home for Peculiar Children,584c13b4c3a368397800b142,Costume &amp; Make-Up,0,283366,Hairstylist,Debbi Salmon,1409757,NA,NA,NA,NA
Miss Peregrine's Home for Peculiar Children,584c13f092514133ad00b2a5,Costume &amp; Make-Up,0,283366,Makeup Department Head,Maha,1720815,NA,NA,NA,NA
Miss Peregrine's Home for Peculiar Children,584c140ac3a3682c3a0015cb,Costume &amp; Make-Up,0,283366,Makeup Artist,Michelle Audrina Kim,1720816,NA,NA,NA,NA
Miss Peregrine's Home for Peculiar Children,584c141cc3a368398700b4bc,Costume &amp; Make-Up,0,283366,Makeup Artist,Nicky Knowles,1537725,NA,NA,NA,NA
Miss Peregrine's Home for Peculiar Children,584c142c92514133ab00b3d9,Costume &amp; Make-Up,0,283366,Makeup Artist,Kelsey Boutte,1720817,NA,NA,NA,NA
Miss Peregrine's Home for Peculiar Children,584c1489c3a368398b00bbf1,Editing,0,283366,Digital Intermediate,Matt Adams,1720820,NA,NA,NA,NA
Miss Peregrine's Home for Peculiar Children,584c14d892514133b300bdcb,Editing,0,283366,First Assistant Editor,Keith Mason,1413041,NA,NA,NA,NA
Miss Peregrine's Home for Peculiar Children,584c154b92514133b300be00,Editing,0,283366,Dialogue Editor,Rob Killick,1408377,NA,NA,NA,NA
Miss Peregrine's Home for Peculiar Children,584c155492514133b300be09,Sound,0,283366,ADR &amp; Dubbing,Rob Killick,1408377,NA,NA,NA,NA
Miss Peregrine's Home for Peculiar Children,584c156792514133bd00b1c2,Sound,0,283366,Foley,Peter Burgis,40823,NA,NA,NA,NA
Miss Peregrine's Home for Peculiar Children,584c157b92514133ad00b381,Sound,0,283366,Foley,Sue Harding,1079085,NA,NA,NA,NA
Miss Peregrine's Home for Peculiar Children,584c158fc3a368397800b219,Sound,0,283366,Sound Designer,Tim Nielsen,1394129,NA,NA,NA,NA
Miss Peregrine's Home for Peculiar Children,584c15a492514133bd00b1df,Sound,0,283366,Sound Designer,Samir Foco,117241,NA,NA,NA,NA
Miss Peregrine's Home for Peculiar Children,584c15bdc3a368398700b566,Sound,2,283366,Sound Re-Recording Mixer,Tom Johnson,3996,NA,NA,NA,NA
Miss Peregrine's Home for Peculiar Children,584c15d4c3a368397800b232,Sound,0,283366,Sound Re-Recording Mixer,Juan Peralta,8166,NA,NA,NA,NA
Miss Peregrine's Home for Peculiar Children,584c15e992514133b300be51,Sound,0,283366,Sound Re-Recording Mixer,Michael Semanick,1378828,NA,NA,NA,NA
Miss Peregrine's Home for Peculiar Children,584c15fec3a368398700b582,Sound,0,283366,Supervising Sound Editor,Bjorn Ole Schroeder,1335182,NA,NA,NA,NA
The Accountant,579dcf06c3a3683304000e0d,Sound,2,302946,Supervising Sound Editor,Mark A. Mangini,8376,NA,NA,NA,NA
The Accountant,579dceddc3a3684bd70008ea,Sound,2,302946,Sound Re-Recording Mixer,Mark A. Mangini,8376,NA,NA,NA,NA
The Accountant,579d052892514106c8001137,Production,1,302946,Casting,Jeanne McCarthy,546,NA,NA,NA,NA
The Accountant,579d0555925141066e001129,Costume &amp; Make-Up,1,302946,Costume Design,Nancy Steiner,5215,NA,NA,NA,NA
The Accountant,56472e6dc3a36826140034ff,Camera,0,302946,Director of Photography,Seamus McGarvey,3285,NA,NA,NA,NA
The Accountant,579d04e2c3a36837b20010e3,Sound,2,302946,Music,Mark Isham,4140,NA,NA,NA,NA
The Accountant,579dd8af9251411c8a004088,Art,0,302946,Set Decoration,Douglas A. Mowat,10958,NA,NA,NA,NA
The Accountant,579d0507c3a36837fa000f45,Editing,2,302946,Editor,Richard Pearson,9646,NA,NA,NA,NA
The Accountant,579d05419251411b36008671,Art,0,302946,Production Design,Keith P. Cunningham,21568,NA,NA,NA,NA
The Accountant,579dce25c3a3684c47000777,Sound,0,302946,Foley,Goro Koyama,20228,NA,NA,NA,NA
The Accountant,579dce37c3a3684c4700077c,Sound,0,302946,Foley,Andy Malcolm,20229,NA,NA,NA,NA
The Accountant,579dcc089251413ed00005b5,Camera,0,302946,First Assistant Camera,Mary F. Stankiewicz,40112,NA,NA,NA,NA
The Accountant,54fbffffc3a36816380008a7,Directing,2,302946,Director,Gavin O'Connor,77003,NA,NA,NA,NA
The Accountant,579d0590c3a36837ea00110a,Directing,0,302946,Script Supervisor,Janine Gosselin,117082,NA,NA,NA,NA
The Accountant,579dca2a9251412752000d89,Crew,0,302946,Second Unit Cinematographer,Peter Hawkins,189241,NA,NA,NA,NA
The Accountant,579d04b59251417a08001361,Production,0,302946,Producer,Mark Williams,206574,NA,NA,NA,NA
The Accountant,579dd09cc3a3687cd700488a,Costume &amp; Make-Up,0,302946,Makeup Artist,Kate Biscoe,229801,NA,NA,NA,NA
The Accountant,579dda21c3a36825770039a9,Crew,0,302946,Makeup Effects,Matthew Silva,236529,NA,NA,NA,NA
The Accountant,579d0516c3a36837ea0010dd,Production,1,302946,Casting,Nicole Abellera,935278,NA,NA,NA,NA
The Accountant,579dcf40c3a3683304000e22,Art,0,302946,Art Direction,John Collins,1025712,NA,NA,NA,NA
The Accountant,579dcd6d92514139d7000747,Crew,0,302946,Visual Effects Editor,Daniel Arkin,1214632,NA,NA,NA,NA
The Accountant,54fc001092514123a0001657,Writing,0,302946,Screenplay,Bill Dubuque,1281388,NA,NA,NA,NA
The Accountant,579dc6df9251413ab300338b,Costume &amp; Make-Up,0,302946,Costume Supervisor,Linda Matthews,1319744,NA,NA,NA,NA
The Accountant,579dcf909251413ab30036b4,Art,0,302946,Assistant Art Director,Thomas Minton,1319750,NA,NA,NA,NA
The Accountant,579d05f0c3a36828b1001486,Sound,0,302946,Music Editor,Peter Oso Snell,1335569,NA,NA,NA,NA
The Accountant,5883acf8c3a368063c00c78b,Art,1,302946,Art Department Coordinator,Stacie McKinnon,1345586,NA,NA,NA,NA
The Accountant,579dce14c3a3684b8d0008cb,Sound,0,302946,Foley,Sandra Fox,1357060,NA,NA,NA,NA
The Accountant,579dceb39251411c8a003d6a,Sound,0,302946,Sound Effects Editor,Piero Mura,1364412,NA,NA,NA,NA
The Accountant,579dc70a9251413ab300339e,Costume &amp; Make-Up,0,302946,Set Costumer,Heather Sease,1364426,NA,NA,NA,NA
The Accountant,579dd52f9251413ab3003891,Editing,0,302946,Digital Intermediate,Bruce Lomet,1377137,NA,NA,NA,NA
The Accountant,579dcac6c3a3683304000c7f,Camera,0,302946,Still Photographer,Chuck Zlotnick,1394724,NA,NA,NA,NA
The Accountant,579dc88992514126fb000b94,Camera,2,302946,Camera Operator,Bob Gorelick,1395281,NA,NA,NA,NA
The Accountant,579dca469251413a0d000668,Camera,0,302946,Steadicam Operator,David Emmerichs,1398970,NA,NA,NA,NA
The Accountant,579dc856c3a3687cd7004571,Camera,0,302946,Camera Operator,Michael Nelson,1399318,NA,NA,NA,NA
The Accountant,579dc9fc9251413a0d00064a,Crew,0,302946,Second Unit Cinematographer,Josh Bleibtreu,1400373,NA,NA,NA,NA
The Accountant,579dc86e9251413a0d0005a3,Camera,0,302946,Camera Operator,Christopher A. Schenck,1401987,NA,NA,NA,NA
The Accountant,579dcaacc3a3684bd700077c,Lighting,0,302946,Rigging Gaffer,Mike Tyson,1412329,NA,NA,NA,NA
The Accountant,579dcef29251413a0d0007da,Sound,0,302946,Sound Re-Recording Mixer,Gary Summers,1425978,NA,NA,NA,NA
The Accountant,579d057c9251411b36008683,Directing,1,302946,Script Supervisor,Lori Grabowski,1437719,NA,NA,NA,NA
The Accountant,579dcf759251413ab30036ad,Art,0,302946,Assistant Art Director,Justin O'Neal Miller,1442119,NA,NA,NA,NA
The Accountant,579dd06e9251412752000fcc,Costume &amp; Make-Up,0,302946,Makeup Artist,Tracey L. Miller-Smith,1445825,NA,NA,NA,NA
The Accountant,579dd042c3a3687cd700486d,Costume &amp; Make-Up,0,302946,Key Hair Stylist,Vanessa Davis,1458064,NA,NA,NA,NA
The Accountant,579dd058c3a3682577003663,Costume &amp; Make-Up,1,302946,Makeup Department Head,Sarah Mays,1459196,NA,NA,NA,NA
The Accountant,579dc7c2c3a3684bd70005ff,Camera,0,302946,Camera Operator,Eric Tramp,1464961,NA,NA,NA,NA
The Accountant,579d0442925141120b0030a7,Production,0,302946,Producer,Lynette Howell Taylor,1473812,NA,NA,NA,NA
The Accountant,579dc6f39251413ab3003396,Costume &amp; Make-Up,0,302946,Set Costumer,Dustin Fletcher,1477793,NA,NA,NA,NA
The Accountant,579dcfbe925141272d000ec9,Costume &amp; Make-Up,0,302946,Hair Department Head,Jennifer Santiago,1506367,NA,NA,NA,NA
The Accountant,579d0601925141063a00117d,Sound,2,302946,Music Supervisor,Gabe Hilfer,1529999,NA,NA,NA,NA
The Accountant,579dcbf792514139d70006de,Camera,0,302946,First Assistant Camera,Don Steinberg,1546841,NA,NA,NA,NA
The Accountant,579dcdeec3a3684b8a0007d2,Sound,0,302946,ADR &amp; Dubbing,Byron Wilson,1546856,NA,NA,NA,NA
The Accountant,579dd02ac3a3684b8d000988,Costume &amp; Make-Up,0,302946,Hairstylist,Kristin Berge,1547221,NA,NA,NA,NA
The Accountant,579dc775c3a3684b8d000627,Costume &amp; Make-Up,0,302946,Set Costumer,Johnna Thomas,1580965,NA,NA,NA,NA
The Accountant,579d05ad92514106c8001179,Production,0,302946,Researcher,Lizzy Jane Klein,1649534,NA,NA,NA,NA
The Accountant,579d0636925141120b003139,Visual Effects,0,302946,Animation,Samantha Liu,1658897,NA,NA,NA,NA
The Accountant,579dc6c192514126fb000acf,Costume &amp; Make-Up,0,302946,Assistant Costume Designer,Laura Wong,1659112,NA,NA,NA,NA
The Accountant,579dca5f9251411c8a003be6,Lighting,0,302946,Gaffer,Gary Holmes,1659125,NA,NA,NA,NA
The Accountant,579dca909251411c8a003c07,Lighting,0,302946,Gaffer,Connor O'Malley,1659126,NA,NA,NA,NA
The Accountant,579dcc1cc3a3684b8a000712,Camera,0,302946,First Assistant Camera,Matthew McGinn,1659130,NA,NA,NA,NA
The Accountant,579dcd8792514139d7000755,Visual Effects,0,302946,Visual Effects Producer,Melanie Callaghan,1659136,NA,NA,NA,NA
The Accountant,579dcd9c92514139d7000760,Visual Effects,0,302946,Visual Effects Producer,Brian Shows,1659137,NA,NA,NA,NA
The Accountant,579dcdb9c3a3682577003576,Visual Effects,0,302946,Visual Effects Supervisor,Marshall Richard Krasser,1659138,NA,NA,NA,NA
The Accountant,579dcfa5c3a3682577003621,Art,0,302946,Assistant Art Director,Kate Emery,1659152,NA,NA,NA,NA
The Accountant,579dd084925141272d000f0b,Costume &amp; Make-Up,0,302946,Makeup Artist,Aida Scuffle,1659155,NA,NA,NA,NA
The Accountant,579dd568c3a368330400100d,Editing,0,302946,First Assistant Editor,Sean Thompson,1659165,NA,NA,NA,NA
The Accountant,579dd9e8c3a3684c09000be2,Crew,2,302946,Makeup Effects,Bill Johnson,1659166,NA,NA,NA,NA
The Accountant,579dda0792514139d7000b90,Crew,0,302946,Makeup Effects,Brent Conley,1659167,NA,NA,NA,NA
Hacksaw Ridge,5925ff7b9251413ba001460f,Art,0,324786,Property Master,Richie Dehne,37284,NA,NA,NA,NA
Hacksaw Ridge,55b9d2be92514123e700399c,Directing,2,324786,Director,Mel Gibson,2461,NA,NA,NA,NA
Hacksaw Ridge,55b9d2f7c3a3684aed003f73,Writing,2,324786,Screenplay,Robert Schenkkan,53972,NA,NA,NA,NA
Hacksaw Ridge,589225849251412dd700a705,Production,0,324786,Co-Producer,Gregory Crosby,1491758,NA,NA,NA,NA
Hacksaw Ridge,589225fc9251412dc500b066,Art,0,324786,Art Direction,Jacinta Leong,1391711,NA,NA,NA,NA
Hacksaw Ridge,579cfd45c3a36855d20091cb,Sound,0,324786,Orchestrator,Kevin Kaska,68016,NA,NA,NA,NA
Hacksaw Ridge,579f210dc3a36850af0016ff,Production,0,324786,Producer,Terry Benedict,1128852,NA,NA,NA,NA
Hacksaw Ridge,579f212192514178bf000582,Production,0,324786,Producer,Paul Currie,1319499,NA,NA,NA,NA
Hacksaw Ridge,579f213a9251416ed50038cd,Production,2,324786,Producer,Bruce Davey,2487,NA,NA,NA,NA
Hacksaw Ridge,579f2155c3a368169d000653,Production,0,324786,Producer,William D. Johnson,1209168,NA,NA,NA,NA
Hacksaw Ridge,579f217e92514143bb00173c,Production,0,324786,Producer,Bill Mechanic,69227,NA,NA,NA,NA
Hacksaw Ridge,579f219092514143580015bc,Production,2,324786,Producer,Brian Oliver,57049,NA,NA,NA,NA
Hacksaw Ridge,579f21a7c3a36816fb000546,Production,2,324786,Producer,David Permut,11405,NA,NA,NA,NA
Hacksaw Ridge,579f2246c3a368601900363f,Camera,2,324786,Director of Photography,Simon Duggan,12382,NA,NA,NA,NA
Hacksaw Ridge,579f226ac3a368175a0006be,Editing,2,324786,Editor,John Gilbert,1315,NA,NA,NA,NA
Hacksaw Ridge,579f227dc3a368175a0006c5,Production,1,324786,Casting,Nikki Barrett,37281,NA,NA,NA,NA
Hacksaw Ridge,579f23d9c3a36850af0017d4,Art,2,324786,Production Design,Barry Robison,19284,NA,NA,NA,NA
Hacksaw Ridge,579f23ecc3a368175a000745,Art,0,324786,Supervising Art Director,Mark Robins,1319,NA,NA,NA,NA
Hacksaw Ridge,579f241f925141438f0016a9,Costume &amp; Make-Up,1,324786,Costume Design,Lizzy Gardiner,15329,NA,NA,NA,NA
Hacksaw Ridge,579f244392514143bb001812,Art,0,324786,Assistant Art Director,Brian Nickless,1659544,NA,NA,NA,NA
Hacksaw Ridge,579f2492925141438f0016cd,Costume &amp; Make-Up,0,324786,Costume Supervisor,Kerry Thompson,1321694,NA,NA,NA,NA
Hacksaw Ridge,579f24f492514178ba0006fd,Camera,0,324786,Camera Operator,Calum McFarlane,1402900,NA,NA,NA,NA
Hacksaw Ridge,579f266d92514143bb0018f2,Camera,0,324786,Camera Operator,Christian Gibson,1575619,NA,NA,NA,NA
Hacksaw Ridge,579f267f925141787f0007c1,Camera,2,324786,Steadicam Operator,Mark Goellnicht,1494210,NA,NA,NA,NA
Hacksaw Ridge,579f26a89251410361003293,Camera,0,324786,Still Photographer,Mark Rogers,1418310,NA,NA,NA,NA
Hacksaw Ridge,579f27b4c3a3683c1f000067,Lighting,0,324786,Rigging Gaffer,Mark Jefferies,1411238,NA,NA,NA,NA
Hacksaw Ridge,579f27d4c3a3683c9a000065,Camera,0,324786,First Assistant Camera,Scott Dolan,1585726,NA,NA,NA,NA
Hacksaw Ridge,579f27fa9251410361003321,Camera,0,324786,First Assistant Camera,Gerard Maher,1585724,NA,NA,NA,NA
Hacksaw Ridge,59d78927c3a36861df010688,Visual Effects,0,324786,Special Effects Supervisor,Dan Oliver,1746449,NA,NA,NA,NA
Hacksaw Ridge,579f292d9251410361003395,Crew,0,324786,Visual Effects Art Director,Daniel James Cox,1659546,NA,NA,NA,NA
Hacksaw Ridge,579f2944c3a3683bd7000101,Visual Effects,0,324786,VFX Editor,Kathy Freeman,1659547,NA,NA,NA,NA
Hacksaw Ridge,579f2962c3a3683ba900013d,Visual Effects,0,324786,Visual Effects Coordinator,Maximilian Rea,1659548,NA,NA,NA,NA
Hacksaw Ridge,579f297bc3a3683ba9000148,Visual Effects,0,324786,Visual Effects Producer,Miranda Culley,1659549,NA,NA,NA,NA
Hacksaw Ridge,579f2992c3a3683ba9000155,Visual Effects,0,324786,Visual Effects Supervisor,Chris Godfrey,1401717,NA,NA,NA,NA
Hacksaw Ridge,579f29ab92514178bf00089b,Sound,1,324786,ADR &amp; Dubbing,Kimberly Harris,143913,NA,NA,NA,NA
Hacksaw Ridge,579f29d9c3a36816eb000880,Sound,0,324786,Sound Effects Editor,Liam Price,1659550,NA,NA,NA,NA
Hacksaw Ridge,579f29ebc3a3683c650000f8,Sound,0,324786,Sound Effects Editor,Tara Webb,1659551,NA,NA,NA,NA
Hacksaw Ridge,579f2a529251411655000160,Sound,2,324786,Sound Re-Recording Mixer,Kevin O'Connell,1378171,NA,NA,NA,NA
Hacksaw Ridge,579f2a77c3a3683c6500012f,Costume &amp; Make-Up,0,324786,Hairstylist,Warren Hanneman,15353,NA,NA,NA,NA
Hacksaw Ridge,59282f2b9251413b50038e94,Camera,0,324786,Camera Operator,Ricky Schamburg,1418814,NA,NA,NA,NA
Hacksaw Ridge,58922507c3a3686b0a0061d1,Writing,2,324786,Screenplay,Andrew Knight,137902,NA,NA,NA,NA
Hacksaw Ridge,5892264c9251412dc500b0ac,Costume &amp; Make-Up,0,324786,Makeup Artist,Noriko Watanabe,75485,NA,NA,NA,NA
Hacksaw Ridge,589227109251412dc500b167,Costume &amp; Make-Up,0,324786,Prosthetic Supervisor,Larry Van Duynhoven,1311620,NA,NA,NA,NA
Hacksaw Ridge,589227469251412dc200add7,Production,0,324786,Production Manager,Lorelle Adamson,1190662,NA,NA,NA,NA
Hacksaw Ridge,589227959251412dcb00af34,Directing,2,324786,First Assistant Director,P.J. Voeten,1518756,NA,NA,NA,NA
Hacksaw Ridge,58922813c3a368097300a2f6,Crew,0,324786,Stunts,Sean Button,1447518,NA,NA,NA,NA
Hacksaw Ridge,58922856c3a3686348005a88,Production,0,324786,ADR Voice Casting,Joe Cappelletti,198845,NA,NA,NA,NA
Hacksaw Ridge,589228b5c3a368097000a6b6,Production,0,324786,Location Manager,Mary Barltrop,1401743,NA,NA,NA,NA
Hacksaw Ridge,589229389251412dd700aa70,Crew,0,324786,Driver,Rob Flanagan,1353649,NA,NA,NA,NA
Hacksaw Ridge,589229749251412dcb00b0fb,Directing,1,324786,Script Supervisor,Sophie Fabbri-Jackson,1392737,NA,NA,NA,NA
Hacksaw Ridge,589229ac9251412dc200aff7,Crew,0,324786,Unit Publicist,Fiona Nix,1410564,NA,NA,NA,NA
Hacksaw Ridge,589229e9c3a368096a00aa91,Crew,2,324786,Thanks,James Horner,1729,NA,NA,NA,NA
Hacksaw Ridge,58922a9ec3a3686348005c9f,Editing,0,324786,Digital Intermediate,Trish Cahill,1588679,NA,NA,NA,NA
Hacksaw Ridge,58922b9cc3a368097000a957,Lighting,0,324786,Gaffer,Mark Glindeman,1746429,NA,NA,NA,NA
Hacksaw Ridge,589bbb5fc3a3684cf9000a1e,Sound,2,324786,Original Music Composer,Rupert Gregson-Williams,2593,NA,NA,NA,NA
Hacksaw Ridge,589bbbf19251412616000b29,Production,2,324786,Executive Producer,Michael Bassick,995327,NA,NA,NA,NA
Hacksaw Ridge,589bbc0a9251412604000ac6,Production,2,324786,Executive Producer,Lawrence Bender,2545,NA,NA,NA,NA
Hacksaw Ridge,589bbc3ec3a3684ce9000b71,Production,0,324786,Executive Producer,Len Blavatnik,1507471,NA,NA,NA,NA
Hacksaw Ridge,589bbc82c3a3684cde000b21,Production,0,324786,Executive Producer,Stuart Ford,59522,NA,NA,NA,NA
Hacksaw Ridge,589bbcc29251412610000bad,Production,0,324786,Executive Producer,David S. Greathouse,1099261,NA,NA,NA,NA
Hacksaw Ridge,589bbcfec3a3684cf0000b8f,Production,0,324786,Executive Producer,Eric Greenfeld,1753854,NA,NA,NA,NA
Hacksaw Ridge,589bbd2b9251412606000b74,Production,0,324786,Executive Producer,Lenny Kornberg,1753855,NA,NA,NA,NA
Hacksaw Ridge,589bbd4b9251412604000ba6,Production,0,324786,Executive Producer,Mark C. Manuel,1106272,NA,NA,NA,NA
Hacksaw Ridge,589bbd67c3a3684cda000c90,Production,2,324786,Executive Producer,Rick Nicita,973134,NA,NA,NA,NA
Hacksaw Ridge,589bbd839251412616000c83,Production,0,324786,Executive Producer,Ted O'Neal,1285842,NA,NA,NA,NA
Hacksaw Ridge,589bbdb09251412610000c53,Production,0,324786,Executive Producer,Buddy Patrick,1095402,NA,NA,NA,NA
Hacksaw Ridge,589bbdda9251412612000d23,Production,0,324786,Executive Producer,Lauren Selig,1414048,NA,NA,NA,NA
Hacksaw Ridge,589bbe2ac3a3684cf9000c5a,Production,0,324786,Executive Producer,James M. Vernon,61768,NA,NA,NA,NA
Hacksaw Ridge,589bbe51c3a3684ce9000d17,Production,0,324786,Executive Producer,Suzanne Warren,6372,NA,NA,NA,NA
Hacksaw Ridge,589bbe68c3a3684ce2000d8f,Production,2,324786,Executive Producer,Christopher Woodrow,1128690,NA,NA,NA,NA
Hacksaw Ridge,589be2d092514126160023bb,Production,0,324786,Co-Producer,Tina Xiuli Chen,1753900,NA,NA,NA,NA
Hacksaw Ridge,589be3039251412601002421,Production,0,324786,Co-Producer,Steve Longi,1698848,NA,NA,NA,NA
Hacksaw Ridge,589be31392514126100022fe,Production,0,324786,Co-Producer,Zak Mechanic,1607916,NA,NA,NA,NA
Hacksaw Ridge,589be3229251412616002406,Production,0,324786,Co-Producer,Elexa Ruth,1753901,NA,NA,NA,NA
Hacksaw Ridge,589be32fc3a3684ce90021f6,Production,0,324786,Co-Producer,Jason Seagraves,1753902,NA,NA,NA,NA
Hacksaw Ridge,589be33cc3a3684ce90021fe,Production,0,324786,Co-Producer,Helen Ye Zhong,1753903,NA,NA,NA,NA
Hacksaw Ridge,589be376c3a3684ce500239f,Production,1,324786,Line Producer,Barbara Gibbs,88115,NA,NA,NA,NA
Hacksaw Ridge,589be390925141261600242f,Production,0,324786,Co-Executive Producer,James H. Pang,1753904,NA,NA,NA,NA
Hacksaw Ridge,589be39fc3a3684cf9002242,Production,0,324786,Co-Executive Producer,Leo Shi Young,1371522,NA,NA,NA,NA
Hacksaw Ridge,589be3b69251412606002287,Production,2,324786,Associate Producer,Joel Kramer,13458,NA,NA,NA,NA
Hacksaw Ridge,5925feb3c3a368782d014969,Costume &amp; Make-Up,0,324786,Hair Designer,Shane Thomas,1578022,NA,NA,NA,NA
Hacksaw Ridge,5925fee4c3a36877fd013064,Costume &amp; Make-Up,0,324786,Key Hair Stylist,Bec Taylor,1416918,NA,NA,NA,NA
Hacksaw Ridge,5925fef69251413b4a0155fe,Costume &amp; Make-Up,0,324786,Key Makeup Artist,Angela Conte,1438637,NA,NA,NA,NA
Hacksaw Ridge,5925ff3a9251413b4a015621,Art,0,324786,Art Department Coordinator,Alice Lanagan,1822995,NA,NA,NA,NA
Hacksaw Ridge,5925ffeac3a36877df016960,Crew,0,324786,Armorer,Peter Cogar,1536899,NA,NA,NA,NA
Hacksaw Ridge,5926001ac3a36877ee015eb0,Crew,0,324786,Armorer,Amanda Kirby,1822996,NA,NA,NA,NA
Hacksaw Ridge,5926005b9251413b54014d7a,Crew,0,324786,Armorer,Evan Parker,1822997,NA,NA,NA,NA
Hacksaw Ridge,5926007ac3a3687870014517,Crew,0,324786,Armorer,Peter Ray,1822998,NA,NA,NA,NA
Hacksaw Ridge,592600a09251413ba00146d3,Crew,0,324786,Armorer,Martin Ryan,1822999,NA,NA,NA,NA
Hacksaw Ridge,592600b99251413b50015230,Directing,0,324786,Script Supervisor,Jo Weeks,1418314,NA,NA,NA,NA
Hacksaw Ridge,592600d39251413b50015247,Crew,0,324786,Armorer,Gideon Marshall,1536900,NA,NA,NA,NA
Hacksaw Ridge,592600e79251413b5b01616d,Crew,0,324786,Armory Coordinator,Amanda Kirby,1822996,NA,NA,NA,NA
Hacksaw Ridge,59282ea69251413b50038e0f,Lighting,2,324786,Gaffer,Shaun Conway,1401739,NA,NA,NA,NA
Hacksaw Ridge,59282ef6c3a368782d0370ad,Camera,0,324786,Second Unit Director of Photography,Damian Wyvill,1190661,NA,NA,NA,NA
